year,stateabbr,locationname,locationid,measure,data_value,data_value_type,county_fips
2022,IN,Kosciusko,18085,Mammography use among women aged 50-74 years,77.2,Age-adjusted prevalence,18085
2022,IN,Kosciusko,18085,Mammography use among women aged 50-74 years,77.2,Crude prevalence,18085
2022,IN,LaGrange,18087,Mammography use among women aged 50-74 years,73.7,Age-adjusted prevalence,18087
2022,IN,LaGrange,18087,Mammography use among women aged 50-74 years,74.6,Crude prevalence,18087
2022,IN,Lake,18089,Mammography use among women aged 50-74 years,76.7,Age-adjusted prevalence,18089
2022,IN,Lake,18089,Mammography use among women aged 50-74 years,77.6,Crude prevalence,18089
2022,IN,LaPorte,18091,Mammography use among women aged 50-74 years,74.3,Age-adjusted prevalence,18091
2022,IN,LaPorte,18091,Mammography use among women aged 50-74 years,74.9,Crude prevalence,18091
2022,IN,Lawrence,18093,Mammography use among women aged 50-74 years,72.5,Age-adjusted prevalence,18093
2022,IN,Lawrence,18093,Mammography use among women aged 50-74 years,73.0,Crude prevalence,18093
2022,IN,Madison,18095,Mammography use among women aged 50-74 years,75.1,Age-adjusted prevalence,18095
2022,IN,Madison,18095,Mammography use among women aged 50-74 years,75.1,Crude prevalence,18095
2022,IN,Marion,18097,Mammography use among women aged 50-74 years,80.5,Age-adjusted prevalence,18097
2022,IN,Marion,18097,Mammography use among women aged 50-74 years,81.1,Crude prevalence,18097
2022,IN,Marshall,18099,Mammography use among women aged 50-74 years,70.5,Age-adjusted prevalence,18099
2022,IN,Marshall,18099,Mammography use among women aged 50-74 years,70.6,Crude prevalence,18099
2022,IN,Martin,18101,Mammography use among women aged 50-74 years,73.3,Age-adjusted prevalence,18101
2022,IN,Martin,18101,Mammography use among women aged 50-74 years,75.3,Crude prevalence,18101
2022,IN,Miami,18103,Mammography use among women aged 50-74 years,75.9,Age-adjusted prevalence,18103
2022,IN,Miami,18103,Mammography use among women aged 50-74 years,77.0,Crude prevalence,18103
2022,IN,Monroe,18105,Mammography use among women aged 50-74 years,76.3,Age-adjusted prevalence,18105
2022,IN,Monroe,18105,Mammography use among women aged 50-74 years,77.6,Crude prevalence,18105
2022,IN,Montgomery,18107,Mammography use among women aged 50-74 years,73.5,Age-adjusted prevalence,18107
2022,IN,Montgomery,18107,Mammography use among women aged 50-74 years,74.3,Crude prevalence,18107
2022,IN,Morgan,18109,Mammography use among women aged 50-74 years,75.8,Age-adjusted prevalence,18109
2022,IN,Morgan,18109,Mammography use among women aged 50-74 years,76.1,Crude prevalence,18109
2022,IN,Newton,18111,Mammography use among women aged 50-74 years,70.4,Age-adjusted prevalence,18111
2022,IN,Newton,18111,Mammography use among women aged 50-74 years,71.4,Crude prevalence,18111
2022,IN,Noble,18113,Mammography use among women aged 50-74 years,71.1,Age-adjusted prevalence,18113
2022,IN,Noble,18113,Mammography use among women aged 50-74 years,71.3,Crude prevalence,18113
2022,IN,Ohio,18115,Mammography use among women aged 50-74 years,74.8,Age-adjusted prevalence,18115
2022,IN,Ohio,18115,Mammography use among women aged 50-74 years,75.2,Crude prevalence,18115
2022,IN,Orange,18117,Mammography use among women aged 50-74 years,74.3,Age-adjusted prevalence,18117
2022,IN,Orange,18117,Mammography use among women aged 50-74 years,75.0,Crude prevalence,18117
2022,IN,Owen,18119,Mammography use among women aged 50-74 years,73.0,Age-adjusted prevalence,18119
2022,IN,Owen,18119,Mammography use among women aged 50-74 years,73.7,Crude prevalence,18119
2022,IN,Parke,18121,Mammography use among women aged 50-74 years,72.0,Age-adjusted prevalence,18121
2022,IN,Parke,18121,Mammography use among women aged 50-74 years,72.5,Crude prevalence,18121
2022,IN,Perry,18123,Mammography use among women aged 50-74 years,75.0,Age-adjusted prevalence,18123
2022,IN,Perry,18123,Mammography use among women aged 50-74 years,75.7,Crude prevalence,18123
2022,IN,Pike,18125,Mammography use among women aged 50-74 years,75.2,Age-adjusted prevalence,18125
2022,IN,Pike,18125,Mammography use among women aged 50-74 years,75.4,Crude prevalence,18125
2022,IN,Porter,18127,Mammography use among women aged 50-74 years,78.3,Age-adjusted prevalence,18127
2022,IN,Porter,18127,Mammography use among women aged 50-74 years,78.8,Crude prevalence,18127
2022,IN,Posey,18129,Mammography use among women aged 50-74 years,76.0,Age-adjusted prevalence,18129
2022,IN,Posey,18129,Mammography use among women aged 50-74 years,76.8,Crude prevalence,18129
2022,IN,Pulaski,18131,Mammography use among women aged 50-74 years,73.4,Age-adjusted prevalence,18131
2022,IN,Pulaski,18131,Mammography use among women aged 50-74 years,74.3,Crude prevalence,18131
2022,IN,Putnam,18133,Mammography use among women aged 50-74 years,74.9,Age-adjusted prevalence,18133
2022,IN,Putnam,18133,Mammography use among women aged 50-74 years,75.1,Crude prevalence,18133
2022,IN,Randolph,18135,Mammography use among women aged 50-74 years,73.3,Age-adjusted prevalence,18135
2022,IN,Randolph,18135,Mammography use among women aged 50-74 years,74.2,Crude prevalence,18135
2022,IN,Ripley,18137,Mammography use among women aged 50-74 years,74.9,Age-adjusted prevalence,18137
2022,IN,Ripley,18137,Mammography use among women aged 50-74 years,75.5,Crude prevalence,18137
2022,IN,Rush,18139,Mammography use among women aged 50-74 years,69.8,Age-adjusted prevalence,18139
2022,IN,Rush,18139,Mammography use among women aged 50-74 years,70.8,Crude prevalence,18139
2022,IN,St. Joseph,18141,Mammography use among women aged 50-74 years,72.0,Age-adjusted prevalence,18141
2022,IN,St. Joseph,18141,Mammography use among women aged 50-74 years,72.7,Crude prevalence,18141
2022,IN,Scott,18143,Mammography use among women aged 50-74 years,68.8,Age-adjusted prevalence,18143
2022,IN,Scott,18143,Mammography use among women aged 50-74 years,69.8,Crude prevalence,18143
2022,IN,Shelby,18145,Mammography use among women aged 50-74 years,74.1,Age-adjusted prevalence,18145
2022,IN,Shelby,18145,Mammography use among women aged 50-74 years,75.0,Crude prevalence,18145
2022,IN,Spencer,18147,Mammography use among women aged 50-74 years,77.4,Age-adjusted prevalence,18147
2022,IN,Spencer,18147,Mammography use among women aged 50-74 years,77.2,Crude prevalence,18147
2022,IN,Starke,18149,Mammography use among women aged 50-74 years,71.8,Age-adjusted prevalence,18149
2022,IN,Starke,18149,Mammography use among women aged 50-74 years,72.3,Crude prevalence,18149
2022,IN,Steuben,18151,Mammography use among women aged 50-74 years,73.8,Age-adjusted prevalence,18151
2022,IN,Steuben,18151,Mammography use among women aged 50-74 years,74.9,Crude prevalence,18151
2022,IN,Sullivan,18153,Mammography use among women aged 50-74 years,71.7,Age-adjusted prevalence,18153
2022,IN,Sullivan,18153,Mammography use among women aged 50-74 years,72.7,Crude prevalence,18153
2022,IN,Switzerland,18155,Mammography use among women aged 50-74 years,73.6,Age-adjusted prevalence,18155
2022,IN,Switzerland,18155,Mammography use among women aged 50-74 years,74.3,Crude prevalence,18155
2022,IN,Tippecanoe,18157,Mammography use among women aged 50-74 years,76.2,Age-adjusted prevalence,18157
2022,IN,Tippecanoe,18157,Mammography use among women aged 50-74 years,76.5,Crude prevalence,18157
2022,IN,Tipton,18159,Mammography use among women aged 50-74 years,74.7,Age-adjusted prevalence,18159
2022,IN,Tipton,18159,Mammography use among women aged 50-74 years,75.2,Crude prevalence,18159
2022,IN,Union,18161,Mammography use among women aged 50-74 years,73.3,Age-adjusted prevalence,18161
2022,IN,Union,18161,Mammography use among women aged 50-74 years,73.8,Crude prevalence,18161
2022,IN,Vanderburgh,18163,Mammography use among women aged 50-74 years,74.5,Age-adjusted prevalence,18163
2022,IN,Vanderburgh,18163,Mammography use among women aged 50-74 years,75.3,Crude prevalence,18163
2022,IN,Vermillion,18165,Mammography use among women aged 50-74 years,72.5,Age-adjusted prevalence,18165
2022,IN,Vermillion,18165,Mammography use among women aged 50-74 years,73.3,Crude prevalence,18165
2022,IN,Vigo,18167,Mammography use among women aged 50-74 years,74.8,Age-adjusted prevalence,18167
2022,IN,Vigo,18167,Mammography use among women aged 50-74 years,74.8,Crude prevalence,18167
2022,IN,Wabash,18169,Mammography use among women aged 50-74 years,70.4,Age-adjusted prevalence,18169
2022,IN,Wabash,18169,Mammography use among women aged 50-74 years,70.9,Crude prevalence,18169
2022,IN,Warren,18171,Mammography use among women aged 50-74 years,75.3,Age-adjusted prevalence,18171
2022,IN,Warren,18171,Mammography use among women aged 50-74 years,76.3,Crude prevalence,18171
2022,IN,Warrick,18173,Mammography use among women aged 50-74 years,77.9,Age-adjusted prevalence,18173
2022,IN,Warrick,18173,Mammography use among women aged 50-74 years,78.2,Crude prevalence,18173
2022,IN,Washington,18175,Mammography use among women aged 50-74 years,71.3,Age-adjusted prevalence,18175
2022,IN,Washington,18175,Mammography use among women aged 50-74 years,71.6,Crude prevalence,18175
2022,IN,Wayne,18177,Mammography use among women aged 50-74 years,72.6,Age-adjusted prevalence,18177
2022,IN,Wayne,18177,Mammography use among women aged 50-74 years,73.6,Crude prevalence,18177
2022,IN,Wells,18179,Mammography use among women aged 50-74 years,73.4,Age-adjusted prevalence,18179
2022,IN,Wells,18179,Mammography use among women aged 50-74 years,73.5,Crude prevalence,18179
2022,IN,White,18181,Mammography use among women aged 50-74 years,77.1,Age-adjusted prevalence,18181
2022,IN,White,18181,Mammography use among women aged 50-74 years,77.3,Crude prevalence,18181
2022,IN,Whitley,18183,Mammography use among women aged 50-74 years,73.2,Age-adjusted prevalence,18183
2022,IN,Whitley,18183,Mammography use among women aged 50-74 years,74.6,Crude prevalence,18183
2022,IA,Adair,19001,Mammography use among women aged 50-74 years,74.1,Age-adjusted prevalence,19001
2022,IA,Adair,19001,Mammography use among women aged 50-74 years,74.8,Crude prevalence,19001
2022,IA,Adams,19003,Mammography use among women aged 50-74 years,77.0,Age-adjusted prevalence,19003
2022,IA,Adams,19003,Mammography use among women aged 50-74 years,78.0,Crude prevalence,19003
2022,IA,Allamakee,19005,Mammography use among women aged 50-74 years,77.6,Age-adjusted prevalence,19005
2022,IA,Allamakee,19005,Mammography use among women aged 50-74 years,78.5,Crude prevalence,19005
2022,IA,Appanoose,19007,Mammography use among women aged 50-74 years,73.5,Age-adjusted prevalence,19007
2022,IA,Appanoose,19007,Mammography use among women aged 50-74 years,73.4,Crude prevalence,19007
2022,IA,Audubon,19009,Mammography use among women aged 50-74 years,74.4,Age-adjusted prevalence,19009
2022,IA,Audubon,19009,Mammography use among women aged 50-74 years,73.8,Crude prevalence,19009
2022,IA,Benton,19011,Mammography use among women aged 50-74 years,82.0,Age-adjusted prevalence,19011
2022,IA,Benton,19011,Mammography use among women aged 50-74 years,81.9,Crude prevalence,19011
2022,IA,Black Hawk,19013,Mammography use among women aged 50-74 years,78.2,Age-adjusted prevalence,19013
2022,IA,Black Hawk,19013,Mammography use among women aged 50-74 years,78.8,Crude prevalence,19013
2022,IA,Boone,19015,Mammography use among women aged 50-74 years,80.2,Age-adjusted prevalence,19015
2022,IA,Boone,19015,Mammography use among women aged 50-74 years,80.6,Crude prevalence,19015
2022,IA,Bremer,19017,Mammography use among women aged 50-74 years,80.1,Age-adjusted prevalence,19017
2022,IA,Bremer,19017,Mammography use among women aged 50-74 years,81.2,Crude prevalence,19017
2022,IA,Buchanan,19019,Mammography use among women aged 50-74 years,78.6,Age-adjusted prevalence,19019
2022,IA,Buchanan,19019,Mammography use among women aged 50-74 years,78.8,Crude prevalence,19019
2022,IA,Buena Vista,19021,Mammography use among women aged 50-74 years,77.9,Age-adjusted prevalence,19021
2022,IA,Buena Vista,19021,Mammography use among women aged 50-74 years,78.6,Crude prevalence,19021
2022,IA,Butler,19023,Mammography use among women aged 50-74 years,78.4,Age-adjusted prevalence,19023
2022,IA,Butler,19023,Mammography use among women aged 50-74 years,79.7,Crude prevalence,19023
2022,IA,Calhoun,19025,Mammography use among women aged 50-74 years,75.2,Age-adjusted prevalence,19025
2022,IA,Calhoun,19025,Mammography use among women aged 50-74 years,76.6,Crude prevalence,19025
2022,IA,Carroll,19027,Mammography use among women aged 50-74 years,79.6,Age-adjusted prevalence,19027
2022,IA,Carroll,19027,Mammography use among women aged 50-74 years,79.5,Crude prevalence,19027
2022,IA,Cass,19029,Mammography use among women aged 50-74 years,78.9,Age-adjusted prevalence,19029
2022,IA,Cass,19029,Mammography use among women aged 50-74 years,79.4,Crude prevalence,19029
2022,IA,Cedar,19031,Mammography use among women aged 50-74 years,80.5,Age-adjusted prevalence,19031
2022,IA,Cedar,19031,Mammography use among women aged 50-74 years,81.0,Crude prevalence,19031
2022,IA,Cerro Gordo,19033,Mammography use among women aged 50-74 years,77.7,Age-adjusted prevalence,19033
2022,IA,Cerro Gordo,19033,Mammography use among women aged 50-74 years,78.7,Crude prevalence,19033
2022,IA,Cherokee,19035,Mammography use among women aged 50-74 years,75.8,Age-adjusted prevalence,19035
2022,IA,Cherokee,19035,Mammography use among women aged 50-74 years,78.5,Crude prevalence,19035
2022,IA,Chickasaw,19037,Mammography use among women aged 50-74 years,79.7,Age-adjusted prevalence,19037
2022,IA,Chickasaw,19037,Mammography use among women aged 50-74 years,79.8,Crude prevalence,19037
2022,IA,Clarke,19039,Mammography use among women aged 50-74 years,74.4,Age-adjusted prevalence,19039
2022,IA,Clarke,19039,Mammography use among women aged 50-74 years,75.2,Crude prevalence,19039
2022,IA,Clay,19041,Mammography use among women aged 50-74 years,77.0,Age-adjusted prevalence,19041
2022,IA,Clay,19041,Mammography use among women aged 50-74 years,77.0,Crude prevalence,19041
2022,IA,Clayton,19043,Mammography use among women aged 50-74 years,74.5,Age-adjusted prevalence,19043
2022,IA,Clayton,19043,Mammography use among women aged 50-74 years,74.5,Crude prevalence,19043
2022,IA,Clinton,19045,Mammography use among women aged 50-74 years,77.9,Age-adjusted prevalence,19045
2022,IA,Clinton,19045,Mammography use among women aged 50-74 years,77.9,Crude prevalence,19045
2022,IA,Crawford,19047,Mammography use among women aged 50-74 years,78.9,Age-adjusted prevalence,19047
2022,IA,Crawford,19047,Mammography use among women aged 50-74 years,79.3,Crude prevalence,19047
2022,IA,Dallas,19049,Mammography use among women aged 50-74 years,79.1,Age-adjusted prevalence,19049
2022,IA,Dallas,19049,Mammography use among women aged 50-74 years,79.4,Crude prevalence,19049
2022,IA,Davis,19051,Mammography use among women aged 50-74 years,77.1,Age-adjusted prevalence,19051
2022,IA,Davis,19051,Mammography use among women aged 50-74 years,78.0,Crude prevalence,19051
2022,IA,Decatur,19053,Mammography use among women aged 50-74 years,73.4,Age-adjusted prevalence,19053
2022,IA,Decatur,19053,Mammography use among women aged 50-74 years,73.9,Crude prevalence,19053
2022,IA,Delaware,19055,Mammography use among women aged 50-74 years,80.3,Age-adjusted prevalence,19055
2022,IA,Delaware,19055,Mammography use among women aged 50-74 years,80.6,Crude prevalence,19055
2022,IA,Des Moines,19057,Mammography use among women aged 50-74 years,74.3,Age-adjusted prevalence,19057
2022,IA,Des Moines,19057,Mammography use among women aged 50-74 years,75.5,Crude prevalence,19057
2022,IA,Dickinson,19059,Mammography use among women aged 50-74 years,77.2,Age-adjusted prevalence,19059
2022,IA,Dickinson,19059,Mammography use among women aged 50-74 years,78.2,Crude prevalence,19059
2022,IA,Dubuque,19061,Mammography use among women aged 50-74 years,78.3,Age-adjusted prevalence,19061
